"Section"	"section_id"	"req_id"	"key_as_number"	"full_key"	"requirement"	""	""	""	""	""	""	""	""	""	""	""
"5_2_video-encoding"	"5.2"	""	"05020000.48"	"5.2"	"""## 5.2\. Video Encoding  If device implementations support any video encoder and make it available to third-party apps, they:  *   SHOULD NOT be, over two sliding windows, more than 15% over the bitrate between intraframe (I-frame) intervals. *   SHOULD NOT be more than 100% over the bitrate over a sliding window of 1 second.  If device implementations include an embedded screen display with the diagonal length of at least 2.5 inches or include a video output port or declare the support of a camera via the `android.hardware.camera.any` feature flag, they:  *   [C-1-1] MUST include the support of at least one of the VP8 or H.264 video encoders, and make it available for third-party applications. *   SHOULD support both VP8 and H.264 video encoders, and make it available for third-party applications.  If device implementations support any of the H.264, VP8, VP9 or HEVC video encoders and make it available to third-party applications, they:  *   [C-2-1] MUST support dynamically configurable bitrates. *   SHOULD support variable frame rates, where video encoder SHOULD determine instantaneous frame duration based on the timestamps of input buffers, and allocate its bit bucket based on that frame duration.  If device implementations support the MPEG-4 SP video encoder and make it available to third-party apps, they:  *   SHOULD support dynamically configurable bitrates for the supported encoder.  If device implementations provide hardware accelerated video or image encoders, and support one or more attached or pluggable hardware camera(s) exposed through the `android.camera` APIs:  *   [C-4-1] all hardware accelerated video and image encoders MUST support encoding frames from the hardware camera(s). *   SHOULD support encoding frames from the hardware camera(s) through all video or image encoders.  ### 5.2.1\. H.263  If device implementations support H.263 encoders and make it available to third-party apps, they:  *   [C-1-1] MUST support Baseline Profile Level 45. *   SHOULD support dynamically configurable bitrates for the supported encoder.   ### 5.2.2\. H.264  If device implementations support H.264 codec, they:  *   [C-1-1] MUST support Baseline Profile Level 3.     However, support for ASO (Arbitrary Slice Ordering), FMO (Flexible     Macroblock Ordering) and RS (Redundant Slices) is OPTIONAL. Moreover, to     maintain compatibility with other Android devices, it is RECOMMENDED that     ASO, FMO and RS are not used for Baseline Profile by encoders. *   [C-1-2] MUST support the SD (Standard Definition) video encoding profiles in the following table. *   SHOULD support Main Profile Level 4. *   SHOULD support the  HD (High Definition) video encoding profiles as indicated in the following table.  If device implementations report support of H.264 encoding for 720p or 1080p resolution videos through the media APIs, they:  *   [C-2-1] MUST support the encoding profiles in the following table.   <table>  <tr>     <th></th>     <th>SD (Low quality)</th>     <th>SD (High quality)</th>     <th>HD 720p</th>     <th>HD 1080p</th>  </tr>  <tr>     <th>Video resolution</th>     <td>320 x 240 px</td>     <td>720 x 480 px</td>     <td>1280 x 720 px</td>     <td>1920 x 1080 px</td>  </tr>  <tr>     <th>Video frame rate</th>     <td>20 fps</td>     <td>30 fps</td>     <td>30 fps</td>     <td>30 fps</td>  </tr>  <tr>     <th>Video bitrate</th>     <td>384 Kbps</td>     <td>2 Mbps</td>     <td>4 Mbps</td>     <td>10 Mbps</td>  </tr> </table>  ### 5.2.3\. VP8  If device implementations support VP8 codec, they:  *   [C-1-1] MUST support the SD video encoding profiles. *   SHOULD support the following HD (High Definition) video encoding profiles. *   [C-1-2] MUST support writing Matroska WebM files. *   SHOULD provide a hardware VP8 codec that meets the [WebM project RTC hardware coding requirements]( http://www.webmproject.org/hardware/rtc-coding-requirements), to ensure acceptable quality of web video streaming and video-conference services.  If device implementations report support of VP8 encoding for 720p or 1080p resolution videos through the media APIs, they:  *   [C-2-1] MUST support the encoding profiles in the following table.  <table>  <tr>     <th></th>     <th>SD (Low quality)</th>     <th>SD (High quality)</th>     <th>HD 720p</th>     <th>HD 1080p</th>  </tr>  <tr>     <th>Video resolution</th>     <td>320 x 180 px</td>     <td>640 x 360 px</td>     <td>1280 x 720 px</td>     <td>1920 x 1080 px</td>  </tr>  <tr>     <th>Video frame rate</th>     <td>30 fps</td>     <td>30 fps</td>     <td>30 fps</td>     <td>30 fps</td>  </tr>  <tr>     <th>Video bitrate</th>     <td>800 Kbps </td>     <td>2 Mbps</td>     <td>4 Mbps</td>     <td>10 Mbps</td>  </tr> </table>  ### 5.2.4\. VP9  If device implementations support VP9 codec, they:  *   [C-1-2] MUST support Profile 0 Level 3. *   [C-1-1] MUST support writing Matroska WebM files. *   [C-1-3] MUST generate [CodecPrivate]( https://www.webmproject.org/docs/container/#vp9-codec-feature-metadata-codecprivate ) data. *   SHOULD support the HD decoding profiles as indicated in the following table. *   [SR] are STRONGLY RECOMMENDED to support the HD decoding profiles as indicated in the following table if there is a hardware encoder.  <table>  <tr>     <th></th>     <th>SD</th>     <th>HD 720p</th>     <th>HD 1080p</th>     <th>UHD</th>  </tr>  <tr>     <th>Video resolution</th>     <td>720 x 480 px</td>     <td>1280 x 720 px</td>     <td>1920 x 1080 px</td>     <td>3840 x 2160 px</td>  </tr>  <tr>     <th>Video frame rate</th>     <td>30 fps</td>     <td>30 fps</td>     <td>30 fps</td>     <td>30 fps</td>  </tr>  <tr>     <th>Video bitrate</th>     <td>1.6 Mbps</td>     <td>4 Mbps</td>     <td>5 Mbps</td>     <td>20 Mbps</td>  </tr> </table>   If device implementations claim to support Profile 2 or Profile 3 through the Media APIs:  *   Support for 12-bit format is OPTIONAL.  ### 5.2.5\. H.265  If device implementations support H.265 codec, they:  *   [C-1-1] MUST support Main Profile Level 3. *   SHOULD support the HD encoding profiles as indicated in the following table. *   [SR] are STRONGLY RECOMMENDED to support the HD encoding profiles as indicated in the following table if there is a hardware encoder.  <table>  <tr>     <th></th>     <th>SD</th>     <th>HD 720p</th>     <th>HD 1080p</th>     <th>UHD</th>  </tr>  <tr>     <th>Video resolution</th>     <td>720 x 480 px</td>     <td>1280 x 720 px</td>     <td>1920 x 1080 px</td>     <td>3840 x 2160 px</td>  </tr>  <tr>     <th>Video frame rate</th>     <td>30 fps</td>     <td>30 fps</td>     <td>30 fps</td>     <td>30 fps</td>  </tr>  <tr>     <th>Video bitrate</th>     <td>1.6 Mbps</td>     <td>4 Mbps</td>     <td>5 Mbps</td>     <td>20 Mbps</td>  </tr> </table> """	""	""	""	""	""	""	""	""	""	""	""
"5_2_video-encoding"	"5.2"	"C-1-1"	"05020000.670101"	"5.2/C-1-1"	"""C-1-1] MUST include the support of at least one of the VP8 or H.264 video encoders, and make it available for third-party applications. *   SHOULD support both VP8 and H.264 video encoders, and make it available for third-party applications.  If device implementations support any of the H.264, VP8, VP9 or HEVC video encoders and make it available to third-party applications, they:  """	""	""	""	""	""	""	""	""	""	""	""
"5_2_video-encoding"	"5.2"	"C-2-1"	"05020000.670201"	"5.2/C-2-1"	"""C-2-1] MUST support dynamically configurable bitrates. *   SHOULD support variable frame rates, where video encoder SHOULD determine instantaneous frame duration based on the timestamps of input buffers, and allocate its bit bucket based on that frame duration.  If device implementations support the MPEG-4 SP video encoder and make it available to third-party apps, they:  *   SHOULD support dynamically configurable bitrates for the supported encoder.  If device implementations provide hardware accelerated video or image encoders, and support one or more attached or pluggable hardware camera(s) exposed through the `android.camera` APIs:  """	""	""	""	""	""	""	""	""	""	""	""
"5_2_video-encoding"	"5.2"	"C-4-1"	"05020000.670401"	"5.2/C-4-1"	"""C-4-1] all hardware accelerated video and image encoders MUST support encoding frames from the hardware camera(s). *   SHOULD support encoding frames from the hardware camera(s) through all video or image encoders.  """	""	""	""	""	""	""	""	""	""	""	""
""	"5.2.1"	"C-1-1"	"05020100.670101"	"5.2.1/C-1-1"	"""C-1-1] MUST support Baseline Profile Level 45. *   SHOULD support dynamically configurable bitrates for the supported encoder.   """	""	""	""	""	""	""	""	""	""	""	""
""	"5.2.2"	"C-1-1"	"05020200.670101"	"5.2.2/C-1-1"	"""C-1-1] MUST support Baseline Profile Level 3.     However, support for ASO (Arbitrary Slice Ordering), FMO (Flexible     Macroblock Ordering) and RS (Redundant Slices) is OPTIONAL. Moreover, to     maintain compatibility with other Android devices, it is RECOMMENDED that     ASO, FMO and RS are not used for Baseline Profile by encoders. """	""	""	""	""	""	""	""	""	""	""	""
""	"5.2.2"	"C-1-2"	"05020200.670102"	"5.2.2/C-1-2"	"""C-1-2] MUST support the SD (Standard Definition) video encoding profiles in the following table. *   SHOULD support Main Profile Level 4. *   SHOULD support the  HD (High Definition) video encoding profiles as indicated in the following table.  If device implementations report support of H.264 encoding for 720p or 1080p resolution videos through the media APIs, they:  """	""	""	""	""	""	""	""	""	""	""	""
""	"5.2.2"	"C-2-1"	"05020200.670201"	"5.2.2/C-2-1"	"""C-2-1] MUST support the encoding profiles in the following table.   <table>  <tr>     <th></th>     <th>SD (Low quality)</th>     <th>SD (High quality)</th>     <th>HD 720p</th>     <th>HD 1080p</th>  </tr>  <tr>     <th>Video resolution</th>     <td>320 x 240 px</td>     <td>720 x 480 px</td>     <td>1280 x 720 px</td>     <td>1920 x 1080 px</td>  </tr>  <tr>     <th>Video frame rate</th>     <td>20 fps</td>     <td>30 fps</td>     <td>30 fps</td>     <td>30 fps</td>  </tr>  <tr>     <th>Video bitrate</th>     <td>384 Kbps</td>     <td>2 Mbps</td>     <td>4 Mbps</td>     <td>10 Mbps</td>  </tr> </table>  """	""	""	""	""	""	""	""	""	""	""	""
""	"5.2.3"	"C-1-1"	"05020300.670101"	"5.2.3/C-1-1"	"""C-1-1] MUST support the SD video encoding profiles. *   SHOULD support the following HD (High Definition) video encoding profiles. """	""	""	""	""	""	""	""	""	""	""	""
""	"5.2.3"	"C-1-2"	"05020300.670102"	"5.2.3/C-1-2"	"""C-1-2] MUST support writing Matroska WebM files. *   SHOULD provide a hardware VP8 codec that meets the [WebM project RTC hardware coding requirements]( http://www.webmproject.org/hardware/rtc-coding-requirements), to ensure acceptable quality of web video streaming and video-conference services.  If device implementations report support of VP8 encoding for 720p or 1080p resolution videos through the media APIs, they:  """	""	""	""	""	""	""	""	""	""	""	""
""	"5.2.3"	"C-2-1"	"05020300.670201"	"5.2.3/C-2-1"	"""C-2-1] MUST support the encoding profiles in the following table.  <table>  <tr>     <th></th>     <th>SD (Low quality)</th>     <th>SD (High quality)</th>     <th>HD 720p</th>     <th>HD 1080p</th>  </tr>  <tr>     <th>Video resolution</th>     <td>320 x 180 px</td>     <td>640 x 360 px</td>     <td>1280 x 720 px</td>     <td>1920 x 1080 px</td>  </tr>  <tr>     <th>Video frame rate</th>     <td>30 fps</td>     <td>30 fps</td>     <td>30 fps</td>     <td>30 fps</td>  </tr>  <tr>     <th>Video bitrate</th>     <td>800 Kbps </td>     <td>2 Mbps</td>     <td>4 Mbps</td>     <td>10 Mbps</td>  </tr> </table>  """	""	""	""	""	""	""	""	""	""	""	""
""	"5.2.4"	"C-1-2"	"05020400.670102"	"5.2.4/C-1-2"	"""C-1-2] MUST support Profile 0 Level 3. """	""	""	""	""	""	""	""	""	""	""	""
""	"5.2.4"	"C-1-1"	"05020400.670101"	"5.2.4/C-1-1"	"""C-1-1] MUST support writing Matroska WebM files. """	""	""	""	""	""	""	""	""	""	""	""
""	"5.2.4"	"C-1-3"	"05020400.670103"	"5.2.4/C-1-3"	"""C-1-3] MUST generate [CodecPrivate]( https://www.webmproject.org/docs/container/#vp9-codec-feature-metadata-codecprivate ) data. *   SHOULD support the HD decoding profiles as indicated in the following table. """	""	""	""	""	""	""	""	""	""	""	""
""	"5.2.5"	"C-1-1"	"05020500.670101"	"5.2.5/C-1-1"	"""C-1-1] MUST support Main Profile Level 3. *   SHOULD support the HD encoding profiles as indicated in the following table. """	""	""	""	""	""	""	""	""	""	""	""
"5_10_professional-audio"	"5.10"	""	"05100000.48"	"5.10"	"""## 5.10\. Professional Audio  If device implementations report support for feature `android.hardware.audio.pro` via the [android.content.pm.PackageManager]( http://developer.android.com/reference/android/content/pm/PackageManager.html) class, they:  *    [C-1-1] MUST report support for feature `android.hardware.audio.low_latency`. *    [C-1-2] MUST have the continuous round-trip audio latency, as defined in [section 5.6 Audio Latency](#5_6_audio_latency), MUST be 20 milliseconds or less and SHOULD be 10 milliseconds or less over at least one supported path. *    [C-1-3] MUST include a USB port(s) supporting USB host mode and USB peripheral mode. *    [C-1-4] MUST report support for feature `android.software.midi`. *    [C-1-5] MUST meet latencies and USB audio requirements using both the [OpenSL ES](https://developer.android.com/ndk/guides/audio/opensl-for-android.html) PCM buffer queue API and at least one path of the [AAudio native audio](https://developer.android.com/ndk/guides/audio/aaudio/aaudio.html) API. *    [SR] Are STRONGLY RECOMMENDED to meet latencies and USB audio requirements using the [AAudio native audio](https://developer.android.com/ndk/guides/audio/aaudio/aaudio.html) API over the [MMAP path](https://source.android.com/devices/audio/aaudio). *    [C-1-6] MUST have Cold output latency of 200 milliseconds or less. *    [C-1-7] MUST have Cold input latency of 200 milliseconds or less. *    [SR] Are STRONGLY RECOMMENDED to provide a consistent level of CPU performance while audio is active and CPU load is varying. This should be tested using the Android app version of [SynthMark](https://github.com/google/synthmark) commit id [09b13c6f49ea089f8c31e5d035f912cc405b7ab8](https://github.com/google/synthmark/commit/09b13c6f49ea089f8c31e5d035f912cc405b7ab8). SynthMark uses a software synthesizer running on a simulated audio framework that measures system performance. The SynthMark app needs to be run using the “Automated Test” option and achieve the following results:     * voicemark.90 &gt;= 32 voices     * latencymark.fixed.little &lt;= 15 msec     * latencymark.dynamic.little &lt;= 50 msec  See the SynthMark [documentation](https://github.com/google/synthmark/blob/master/docs/README.md) for an explanation of the benchmarks.  *    SHOULD minimize audio clock inaccuracy and drift relative to standard time. *    SHOULD minimize audio clock drift relative to the CPU `CLOCK_MONOTONIC` when both are active. *    SHOULD minimize audio latency over on-device transducers. *    SHOULD minimize audio latency over USB digital audio. *    SHOULD document audio latency measurements over all paths. *    SHOULD minimize jitter in audio buffer completion callback entry times, as this affects usable percentage of full CPU bandwidth by the callback. *    SHOULD provide zero audio glitches under normal use at reported latency. *    SHOULD provide zero inter-channel latency difference. *    SHOULD minimize MIDI mean latency over all transports. *    SHOULD minimize MIDI latency variability under load (jitter) over all transports. *    SHOULD provide accurate MIDI timestamps over all transports. *    SHOULD minimize audio signal noise over on-device transducers, including the period immediately after cold start. *    SHOULD provide zero audio clock difference between the input and output sides of corresponding end-points, when both are active. Examples of corresponding end-points include the on-device microphone and speaker, or the audio jack input and output. *    SHOULD handle audio buffer completion callbacks for the input and output sides of corresponding end-points on the same thread when both are active, and enter the output callback immediately after the return from the input callback.  Or if it is not feasible to handle the callbacks on the same thread, then enter the output callback shortly after entering the input callback to permit the application to have a consistent timing of the input and output sides. *    SHOULD minimize the phase difference between HAL audio buffering for the input and output sides of corresponding end-points. *    SHOULD minimize touch latency. *    SHOULD minimize touch latency variability under load (jitter). *    SHOULD have a latency from touch input to audio output of less than or equal to 40 ms.  If device implementations meet all of the above requirements, they:  *   [SR] STRONGLY RECOMMENDED to report support for feature `android.hardware.audio.pro` via the [`android.content.pm.PackageManager`]( http://developer.android.com/reference/android/content/pm/PackageManager.html) class.  If device implementations include a 4 conductor 3.5mm audio jack, they:  *   [C-2-1] MUST have the continuous round-trip audio latency to be 20 milliseconds or less over the audio jack path. *   [SR] STRONGLY RECOMMENDED to comply with section [Mobile device (jack) specifications]( https://source.android.com/devices/accessories/headset/jack-headset-spec) of the [Wired Audio Headset Specification (v1.1)]( https://source.android.com/devices/accessories/headset/plug-headset-spec). *   The continuous round-trip audio latency SHOULD be 10 milliseconds or less over the audio jack path.  If device implementations omit a 4 conductor 3.5mm audio jack and include a USB port(s) supporting USB host mode, they:  *   [C-3-1] MUST implement the USB audio class. *   [C-3-2] MUST have a continuous round-trip audio latency of 20 milliseconds or less over the USB host mode port using USB audio class. *   The continuous round-trip audio latency SHOULD be 10 milliseconds or less over the USB host mode port using USB audio class. *   [C-SR] Are STRONGLY RECOMMENDED to support simultaneous I/O up to 8 channels     each direction, 96 kHz sample rate, and 24-bit or 32-bit depth, when used     with USB audio peripherals that also support these requirements.  If device implementations include an HDMI port, they:  *   SHOULD support output in stereo and eight channels at 20-bit or 24-bit depth and 192 kHz without bit-depth loss or resampling, in at least one configuration. """	""	""	""	""	""	""	""	""	""	""	""
"5_10_professional-audio"	"5.10"	"C-1-1"	"05100000.670101"	"5.10/C-1-1"	"""C-1-1] MUST report support for feature `android.hardware.audio.low_latency`. """	""	""	""	""	""	""	""	""	""	""	""
"5_10_professional-audio"	"5.10"	"C-1-2"	"05100000.670102"	"5.10/C-1-2"	"""C-1-2] MUST have the continuous round-trip audio latency, as defined in [section 5.6 Audio Latency, MUST be 20 milliseconds or less and SHOULD be 10 milliseconds or less over at least one supported path. """	""	""	""	""	""	""	""	""	""	""	""
"5_10_professional-audio"	"5.10"	"C-1-3"	"05100000.670103"	"5.10/C-1-3"	"""C-1-3] MUST include a USB port(s) supporting USB host mode and USB peripheral mode. """	""	""	""	""	""	""	""	""	""	""	""
