Section,section_id,req_id,Test Availability,Annotation? ,New Req for R?,New CTS for R?,class_def,method,module,Comment(internal) e.g. why a test is not possible ,Comment (external) ,New vs Updated(Q),CTS Bug Id ,CDD Bug Id,CDD CL,Area,Shortened,Test Level,,external version,,,
7.4.2.3 Wi-Fi Aware,7.4.2.3,C-1-1,Test Available,,,,android.host.systemui.TileServiceTest,"testAddTile()
testRemoveTile()",CtsSystemUiTestCases,,,,,,,Connectivity (Wifi / Telephony / Modem),Connectivity,2,,,,,
7.4.2.4 Wi-Fi Passpoint,7.4.2.4,C-1-1,Test Available,,,,com.android.cts.verifier.qstiles.TileServiceVerifierActivity,com.android.cts.verifier.qstiles.TileServiceVerifierActivity,CtsVerifierQuickSettingsTestCases,,,,,,,Connectivity (Wifi / Telephony / Modem),Connectivity,2,,,,,
7.4.2.5 Wi-Fi Location(Wi-Fi Round Trip Time-RTT,7.4.2.5,C-1-1,Test Available,,,,com.android.cts.verifier.qstiles.TileServiceVerifierActivity,com.android.cts.verifier.qstiles.TileServiceVerifierActivity,CtsVerifierQuickSettingsTestCases,,,,,,,Connectivity (Wifi / Telephony / Modem),Connectivity,2,,,,,
7.4.2.IEEE 802.1(Wi-Fi),7.4.2,C-1-1,Test Available,,,,,,,,,,,,,Connectivity (Wifi / Telephony / Modem),Connectivity,2,,,,,
7.4.3 Bluetooth,7.4.3,C-1-1,Not testable,,,,,,,,,,,,,Connectivity (NFC / BT / USB),Connectivity,-1,,,,,
7.4.4 Near Field Communications,7.4.4,C-0-1,Test Available,,,,,,,,,,,,,Connectivity (NFC / BT / USB),Connectivity,2,,,,,
7.4.5.1 Minimum Network Capability,7.4.5.1,C-0-1,Test Available,,,,,,,,,,,,,Connectivity (NFC / BT / USB),Connectivity,2,,,,,
7.4.5.2 IPv6,7.4.5.2,C-0-2,Test Available,,,,,,,,,,,,,Connectivity (NFC / BT / USB),Connectivity,2,,,,,
7.4.5.3. Captive Portals,7.4.5.3,C-1-1,,,Yes,,,,,,,,,,,,,,,,,,
7.4.6 Sync Settings,7.4.6,C-0-1,Not testable,,,,,,,,,,,,,Setup Wizard & Settings,SUW/Settings,-1,,,,,
7.4.7 Data Saver,7.4.7,C-1-1,Test Available,,,,,,,,,,,,,Connectivity (Wifi / Telephony / Modem),Connectivity,2,,,,,
7.4.8 Secure Elements,7.4.8,C-1-1,Test Available,,,,,,,,,,,,,Connectivity (NFC / BT / USB),Connectivity,2,,,,,
7.5 Cameras,7.5,C-1-1,Test Available,,,,,,,,,,,,,Connectivity (NFC / BT / USB),Connectivity,2,,,,,
7.5.1 Rear-Facing Camera,7.5.1,C-1-1,Test Available,,,,,,,,,,,,,Camera,Camera,2,,,,,
7.5.2 Front Facing Camera,7.5.2.,C-1-1,Test Available,,,,android.media.cts.MediaSessionTest,testCallbackOnMediaButtonEvent,CtsMediaTestCases,,,,,,,Camera,Camera,2,,,,,
7.5.3 External Camera,7.5.3,C-1-1,Test Available,,,,android.appsecurity.cts.EphemeralTest,"testInstallPermissionNotGranted()
testInstallPermissionGranted()",CtsAppSecurityHostTestCases,,,,,,,Camera,Camera,2,,,,,
7.5.4.Camera API Behavior,7.5.4.,C-0-1,Test Available,,,,android.appsecurity.cts.EphemeralTest,"testNormalQuery()
testNormalStartNormal()
testNormalStartEphemeral()
testEphemeralQuery()
testEphemeralStartNormal()
testEphemeralStartExposed0*",CtsAppSecurityHostTestCases,,,,,,,Camera,Camera,2,,,,,
7.5.5 Camera Orientation,7.5.5,C-1-1,Test Available,,,,android.appsecurity.cts.EphemeralTest,"testNormalQuery()
testNormalStartNormal()
testNormalStartEphemeral()
testEphemeralQuery()
testEphemeralStartNormal()
testExposedSystemActivities()
testEphemeralStartExposed0*",CtsAppSecurityHostTestCases,,,,,,,Camera,Camera,2,,,,,
7.6.1 Minimum Memory Storage,7.6.1,C-0-1,Test Available,,,,android.appsecurity.cts.EphemeralTest,testPackageInfo(),CtsAppSecurityHostTestCases,,,,,,,Hardware(Memory and Storage),Memory & Storage,2,,,,,
7.6.2 Application Shared Storage,7.6.2,C-0-2,Test Available,,,,com.android.cts.verifier.instantapps.AppInfoTestActivity,com.android.cts.verifier.instantapps.AppInfoTestActivity,CtsVerifierInstantApps,,,,,,,Hardware(Memory and Storage),Memory & Storage,2,,,,,
7.7.1 USB peripheral mode,7.7.1,C-1-1,Not testable,,,,com.android.cts.verifier.instantapps.NotificationTestActivity,com.android.cts.verifier.instantapps.NotificationTestActivity,CtsVerifierInstantApps,,,,,,,Connectivity (NFC / BT / USB),Connectivity,-1,,,,,
7.7.2 USB Host Mode,7.7.2,C-1-2,Not testable,,,,com.android.cts.verifier.instantapps.RecentAppsTestActivity,com.android.cts.verifier.instantapps.RecentAppsTestActivity,CtsVerifierInstantApps,,,,,,,Connectivity (NFC / BT / USB),Connectivity,-1,,,,,
7.8.2.1 Analog Audio Ports,7.8.2.1,C-1-1,Test Missing,,,,,,,,,,119328806,,,Media (Audio),Media,0,,,,,
7.8.3 Near-UltraSound,7.8.3,C-1-1,Test Available,,,,,,,,,,,,,Media (Audio),Media,2,,,,,
7.9.2 Virtual Reality Mode - High Performance,7.9.2,C-1-1,Test Available,,,,com.android.cts.verifier.companion.CompanionDeviceTestActivity,com.android.cts.verifier.companion.CompanionDeviceTestActivity.*,CtsVerifierCompanion,,,,,,,VR(Android Framework),VR,2,,,,,
7.Hardware Compatibility,7,C-0-7,Test Available,,,,com.android.cts.verifier.companion.CompanionDeviceTestActivity,com.android.cts.verifier.companion.CompanionDeviceTestActivity.*,CtsVerifierCompanion,,,,,,,Framework(API compatibility),Framework,1,,,,,
8.3 Power Saving Modes,8.3,C-1-1,Test Available,,,,com.android.cts.verifier.companion.CompanionDeviceTestActivity,public void.*,CtsVerifierCompanionDeviceTestCase,,,,,,,Battery / System Health,Systems & Performance,2,,,,,
8.5 Consistent Performance,8.5,C-0-1,Test Available,,,,android.app.cts.ActivityManagerProcessStateTest,testCantSaveStateLaunchAndSwitch,CtsAppTestCases,,,,,,,Systems & Performance,Systems & Performance,2,,,,,
9.1.Permissions,9.1,C-0-1,Test Available,,,,android.app.cts.ActivityManagerProcessStateTest,testCantSaveStateLaunchAndSwitch,CtsAppTestCases,,,,,,,Security,Security,2,,,,,
9.10.Device Integrity,9.10.,C-0-1,Test Available,,,,android.app.cts.ActivityManagerProcessStateTest,testCantSaveStateLaunchAndBackground,CtsAppTestCases,,,,,,,Security,Security,2,,,,,
9.11.1 Secure Lock Screen And Auth,9.11.1.,C-2-1,Test Available,,,,android.app.cts.ActivityManagerProcessStateTest,public void .*,CtsAppTestCases,,,,,,,Security,Security,1,,,,,
9.11.2 Strong Box,9.11.2,C-1-1,Not testable,,,,same as 3.2.1/C-0-1,same as 3.2.1/C-0-1,,,,,,,,Security,Security,-1,,,,,
9.11.3 Identity Credential,9.11.3,C-0-1,,,Yes,,"android.appsecurity.cts.PermissionHostTest
android.permission.cts.*",public void.*,"CtsAppSecurityHostTestCases
CtsPermissionTestCases",,,,,,,,,,,,,,
9.11.Keys And Credentials,9.11,C-0-1,Test Available,,,,android.os.cts.BuildTest,"testBuildConstants
testBuildFingerprint",CtsOsTestCases,,,,,,,Security,Security,1,,,,,
9.12.Data Deletion,9.12,C-0-1,Manually Testable Missing Test,,,,android.content.cts.AvailableIntentsTest,public void.*,CtsContentTestCases,,,,,,,Security,Security,0.2,,,,,
9.13.Safe Boot Mode,9.13,C-1-1,Not testable,,,,com.android.cts.documentclient,"testOpenSimple
testCreateNew
testGetContent
testTransferDocument
testFindDocumentPathInScopedAccess",CtsAppSecurityHostTestCases,,,,,,,Security,Security,-1,,,,,
9.15.Subscription Plans,9.15,C-0-1,Test Available,,,,,,,,,,,,,Security,Security,2,,,,,
9.16. Applciation Data Migration,9.16,C-1-1,,,Yes,,,,,,,,,,,,,,,,,,
9.3 Filesystem Permissions,9.3,C-0-1,Test Available,,,,,,,,,,,,,Security,Security,2,,,,,
9.4.Alternate Execution Environment,9.4,C-0-1,Not testable,,,,,,,,,,,109940863,,Runtime / Languages / Libraries,Runtime,-1,,,,,
9.5.Multi-User Support,9.5,C-1-1,,,,,,,,,,,,,,,,,,,,,
9.6.Premium SMS Warning,9.6,C-1-1,Manually Testable Missing Test,,,,,,,,,,140639725,,,Connectivity (Wifi / Telephony / Modem),Connectivity,0.2,,,,,
9.7.Security Features,9.7,C-0-1,Test Available,,,,android.os.cts.OsHostTests,testIntentFilterHostValidation,CtsOsHostTestCases,,,,,,,Security,Security,1,,,,,
9.8.1 Usage History,9.8.1,C-0-1,Test Available,,,,android.os.cts.OsHostTests,testIntentFilterHostValidation,CtsOsHostTestCases,,,,,,,Security,Security,1,,,,,
9.8.10. Connectivity Bug Report,9.8.10,C-1-1,,,Yes,,,,,,,,,,,,,,,,,,
9.8.11. Data blobs sharing,9.8.11,C-1-1,,,Yes,,,,,,,,,,,,,,,,,,
9.8.2 Recording,9.8.2,C-0-1,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
9.8.3 Connectivity,9.8.3,C-1-1,Manually Testable Missing Test,,,,android.signature.cts.intent.IntentTest,shouldNotFindUnexpectedIntents,CtsIntentSignatureTestCases,Maybe manual CTS-V test/Requires UI validation,,,131906927,,,Framework (Privacy),Framework,0.2,,,,,
9.8.4 Network Traffic,9.8.4,C-0-1,Test Available,,,,android.signature.cts.Intent.IntentTest,shouldNotFindUnexpectedIntents,CtsIntentSignatureTestCases,,,,,,,Security,Security,2,,,,,
9.8.5 Device Identifiers,9.8.5,C-0-1,Test Available,,,,"android.content.cts.AvailableIntentsTest
android.systemintentnts.cts.TestsystemIntents
android.content.cts.IntentTest
android.app.cts.PendingIntentTest","android.content.cts.AvailableIntentsTest.*
android.systemintentnts.cts.TestsystemIntents.*
android.content.cts.IntentTest.*
android.app.cts.PendingIntentTest.*","CtsContentTestCases
CtsSystemIntentTestCases
CtsAppTestCases",,,New in Q,,123367433,6903415,Security,Security,2,,,,,
9.8.6 Content Capture,9.8.6,C-0-1,Not testable,,,,"com.android.cts.intent.receiver.OwnerChangedBroadCastTest
android.packageinstaller.admin.cts.SessionCommitBroadCastTest
android.app.cts.WallpaperManagerTest
android.app.cts.backgroundrestrictions.BroadcastsTest
android.app.cts.backgroundrestrictions.BroadcastsTest","testOwnerChangedBroadcastReceived
testBroadcastNotReceivedForDifferentLauncher
wallPaperChangedBroadCastTest
testNonSupportedBroadcastsNotDelivered_runtimeReceiver()
testNonSupportedBroadcastsNotDelivered_manifestReceiver()","CtsDevicePolicyManagerTestCases
CtsAdminPackageInstallerTestCases
CtsAppTestCases
CtsBackgroundRestrictionsTestCases
CtsBackgroundRestrictionsTestCases",Q-Privacy-Unenforceable,,New in Q,,124510178,7679159,Framework (Privacy),Security,-1,,,,,
9.8.7 Clipboard Access,9.8.7,C-0-1,Test Available,,,,android.systemintents.ctsTestSystemIntents,testSystemIntents(),CtsSystemIntentTestCases,Q-Privacy-Unenforceable ,,New in Q,6229949,121159550,7164752,Security,Security,1,,,,,
9.8.8 Location Privacy,9.8.8,C-0-1,Not testable,,,,android.content.cts.AvailableIntentsTest,testChangeDefaultSmsApplication,CtsContentTestCases,Q-Privacy-Unenforceable,,New in Q,139946846,123593924,7392354,Security,Security,0,,,,,
9.8.9. Installed apps,9.8.9,C-0-1,,,Yes,,android.content.cts.AvailableIntentsTest,testChangeDefaultDialer,CtsContentTestCases,,,,,,,,,,,,,,
9.9. Data Storage Encryption,9.9,C-1-1,Not testable,,,,com.android.cts.verifier.telecom.EnablePhoneAccountTestActivity,com.android.cts.verifier.telecom.EnablePhoneAccountTestActivity.*,CtsTelecomTestCases,,,,,,,Security,Security,-1,,,,,
9.9.1 Direct Boot,9.9.1,C-0-1,Test Available,,,,android.telecom.cts.CallRedirectionServiceTest,android.telecom.cts.CallRedirectionServiceTest.*,CtsTelecomTestCases,,,,,,,Security,Security,2,,,,,
9.9.2 Encryption Requirements,9.9.2,C-0-1,Test Available,,,,android.telecom.cts.CallRedirectionServiceTest,rememberPreviousCallRedirectionApp(),CtsTelecomTestCases,,,Updated in Q,,124123642,6306579,Security,Security,1,,,,,
9.9.3 File Based Encryption,9.9.3,C-1-1,Test Available,,,,android.content.cts.AvailableIntentsTest,testTapAndPaySettings,CtsContentTestCases,,,,,,,Security,Security,2,,,,,
9.9.4. Resume on Reboot,9.9.4,C-0-1,,,Yes,,android.content.cts.AvailableIntentsTest,testVoiceInputSettingsIntent,CtsContentTestCases,,,,,,,,,,,,,,
9.Security Model Compatibility,9,C-0-1,Test Available,,,,android.server.cts.ActivityManagerDisplayTests,testMultiDisplayDisabled,CtsServicesHostTestCases,,,,,,,Security,Security,1,,,,,
Android Protected Confirmation API,9.10.,C-3-1,Not testable,,,,android.server.cts.ActivityManagerDisplayTests,public void.*,CtsServicesHostTestCases,,,,,,,Security,Security,-1,,,,,
Digital Audio Ports,7.8.2.2,H-1-1,Test Missing,,,,android.server.cts.ActivityManagerDispalyTests,testConsequentLaunchActivity(),CtsServicesHostTestCases,,,New in Q,139763551,36515288,7415442,Media (Audio),Media,0,,,,,
Gesture Navigation(Insets and Back),7.2.3,C-6-1,Test Missing,,,,android.server.cts.ActivityManagerDispalyTests,testContentDestroyedOnDisplayRemoved(),CtsServicesHostTestCases,,,New in Q,139547712,124518180,8086046,Framework (Input),Framework,0,,,,,
Hardware-Watch,7.1.1.1,W-0-1,Test Available,,,,,,,,,,,,,Hardware(Display And Graphics),Graphics,2,,,,,
Image Codec Details,5.1.6,C-1-1,Test Available,,,,"android.server.cts.ActivityManagerDispalyTests
android.server.wm.MultiDisplayPrivateDisplayTests","testPermissionLaunchFromDifferentApp()
testCannotLaunchOnPrivateDisplay",CtsServicesHostTestCases,,,New in Q,,124525623,6412693,Media,Media,1,,,,,
Live Wallpapers,3.8.7,C-1-1,Test Available,,,,android.jni.cts.*,android.jni.cts.*,CtsJniTestCases,,,,,,,Framework(API compatibility),Framework,2,,,,,
Wifi Easy Connect,7.4.2.7,C-1-1,Test Available,,,,android.jni.cts.JniStaticTest,testLinkerNameSpaces,CtsJniTestCases,,,New in Q,,124063637,7270798,Connectivity (Wifi / Telephony / Modem),Connectivity,2,,,,,
Wifi Keep Alive Offload,7.4.2.6,C-1-1,Test Available,,,,android.jni.cts.JniStaticTest,testLinkerNameSpaces,CtsJniTestCases,,,New in Q,138757364,124124130,6361501,Connectivity (Wifi / Telephony / Modem),Connectivity,2,,,,,
,3,A-0-3,Test Available,,,,CtsDeqpTests,CtsDeqpTests,CtsDeqpTestCases,,,,,,,Framework (UI),Framework,1,,,,,
,3,A-1-1,,,Yes,,"android.jni.cts.JniInstanceTest
android.jni.cts.JniCppTest
android.jni.cts.JniStaticTest",public void .*,CtsJniTestCases,,,,,,,,,,,,,,
,3,A-1-2,,,Yes,,CtsDeqpTests,CtsDeqpTests,CtsDeqpTestCases,,,,,,,,,,,,,,
,3,W-0-2,Test Available,,,,android.os.cts.BuildTest,testCpuAbi_valuesMatchPermitted(),CtsOsTestCases,,,,,,,Framework (UI),Framework,2,,,,,
,3.1,C-0-2,Not testable,,,,android.os.cts.BuildTest,testCpuAbi_valuesMatchPermitted(),CtsOsTestCases,,,,,,,Framework(API compatibility),Framework,-1,,,,,
,3.1,C-0-3,Not testable,,,,android.os.cts.CpuFeaturesTest.,testArmCpuinfo(),CtsOsTestCases,,,,,,,Framework(API compatibility),Framework,-1,,,,,
,3.1,C-0-4,Not testable,,,,android.jni.cts.JniStaticTest,testLinkerNameSpaces,CtsJniTestCases,,,,,,,Framework(API compatibility),Framework,-1,,,,,
,3.1,C-0-5,Test Available,,,,android.jni.cts.JniStaticTest,testLinkerNameSpaces,CtsJniTestCases,,,Updated in Q,,122980592,6933982,Framework(API compatibility),Framework,1,,,,,
,3.1,C-0-6,Test Available,,,,android.os.cts.CpuFeaturesTest,testArmCpuInfo(),CtsOsTestCases,,,New in Q,,122980592,6933982,Framework(API compatibility),Framework,1,,,,,
,3.1,C-0-7,Test Available,,,,android.os.cts.CpuInstructionTest,testEmulatedArmCpuFeatures(),CtsOsTestCases,,,New in Q,,122980592,6933982,Framework(API compatibility),Framework,2,,,,,
,3.1.1,C-0-2,,,Yes,,android.os.cts.CpuFeaturesTest.,testArmCpuinfo(),CtsOsTestCases,,,,,,,,,,,,,,
,3.1.1,C-0-3,,,Yes,,android.os.cts.BuildTest,testCpuAbi_valuesMatchPermitted(),CtsOsTestCases,,,,,,,,,,,,,,
,3.1.2,C-0-2,Test Available,,,,android.webkit.cts.*,public void.*,CtsWebkitTestCases,,,,,,,Framework(API compatibility),Framework,1,,,,,
,3.10,H-0-1,Test Available,,,,,,,,,,,,,Framework (a11y),Framework,2,,,,,
,3.10,T-0-1,Test Available,,,,,,,,,,,,,Framework (a11y),Framework,2,,,,,
,3.10,W-1-1,Test Available,,,,android.webkit.cts.WebSettingsTest,testUserAgentString_default(),CtsWebkitTestCases,,,,,,,Framework (a11y),Framework,1,,,,,
,3.10.,C-1-2,Test Available,,,,android.webkit.cts.WebViewRendererTest,testGetWebViewRenderer,CtsWebkitTestCases,,,,,,,Framework (a11y),Framework,2,,,,,
,3.10.,C-1-4,Manually Testable Missing Test,,,,android.webkit.cts,android.webkit.cts.*,CtsWebkitTestCases,Punted to R,,,,,,Framework (a11y),Framework,0.2,,,,,
,3.10.,C-2-1,Test Missing,,,,android.webkit.cts.*,public void. *,CtsWebkitTestCases,Punted to R,,,74204992,,,Framework (a11y),Framework,0,,,,,
,3.11,C-2-1,Manually Testable Missing Test,,,,,,,,,,74203864,,,Framework (AI/Assistant/Speech),Framework,0.2,,,,,
,3.11,H-0-1,Test Available,,,,,,,,,,,,,Framework (AI/Assistant/Speech),Framework,2,,,,,
,3.11,T-1-1,Test Available,,,,,,,,,,,,,Framework (AI/Assistant/Speech),Framework,2,,,,,
,3.11,W-0-1,Test Available,,,,,,,,,,,,,Framework (AI/Assistant/Speech),Framework,2,,,,,
,3.12,C-1-2,Test Available,,,,android.content.cts.IntentTest,public void .*,CtsContentTestCases,,,,,,,Framework (Input),Framework,2,,,,,
,3.12,T-0-1,Test Available,,,,"android.content.cts.ContentProviderTest
android.app.cts.ServiceTest",public void .*,"CtsContentTestCases
CtsAppTestCases",,,,,,,Framework(TIF),Framework,1,,,,,
,3.13,C-1-2,Test Available,,,,"android.content.cts.IntentTest
android.content.cts.AvailableIntentTest",public void .*,CtsContentTestCases,,,,,,,System UI,System UI,2,,,,,
,3.13,C-1-3,Test Available,,,,,,,,,,,,,System UI,System UI,2,,,,,
,3.14,A-0-1,Manually Testable Missing Test,,,,,,,,,,,,,Framework (UI),Framework,-1,,,,,
,3.14,A-0-2,Not testable,,,,android.app.cts.backgroundrestrictions.BroadcastsTest,"testNonSupportedBroadcastsNotDelivered_runtimeReceiver
testNonSupportedBroadcastsNotDelivered_manifestReceiver",CtsBackgroundRestrictionsTestCases,,,New in Q,,123357837,8085986,Framework(UI),Framework,-1,,,,,
,3.14,A-0-3,Not testable,,,,android.app.cts.ActivityManagerProcessStateTest,testBackgroundCheckStopsService(),CtsAppTestCases,,,New in Q,140768703,123357837,8085986,Framework(UI),Framework,0,,,,,
,3.14,A-0-4,Manually Testable Missing Test,,,,android.os.cts.PowerManagerTests,testCachedProcessReleasesWakeLock(),CtsHostPowerManagerTestApp,,,New in Q,140768703,123357837,8085986,Framework(UI),Framework,0.2,,,,,
,3.14,A-0-5,Manually Testable Missing Test,,,,libcore.java.security.ProviderTest,testProviderList(),CtsLibcoreTestCases,,,New in Q,140768703,123357837,8085986,Framework(UI),Framework,0.2,,,,,
,3.14,A-0-6,Manually Testable Missing Test,,,,,,,,,New in Q,140768703,123357837,8085986,Framework(UI),Framework,0.2,,,,,
,3.14,A-0-7,Not testable,,,,,,,,,New in Q,140768703,123357837,8085986,Framework(UI),Framework,0,,,,,
,3.14,A-1-1,Not testable,,,,,,,,,New in Q,140768703,123357837,8085986,System UI,System UI,0,,,,,
,3.14,C-1-3,Not testable,,,,,,,,,Updated in Q,139747109,123357837,7429581,Framework (UI),Framework,-1,,,,,
,3.14,C-1-4,Not testable,,,,,,,,,Updated in Q,139747109,123357837,7429581,Framework (UI),Framework,-1,,,,,
,3.14,C-1-5,Test Available,,,,android.app.cts.ActivityManagerTest,testIsBackgroundRestricted,CtsServicesTestCases,,,,,,,Media,Media,2,,,,,
,3.15,C-0-2,Test Available,,,,android.app.cts.ActivityManagerProcessStateTest,testBackgroundCheckActivityService,CtsServicesTestCases,,,,,,,Framework(Instant Apps),Framework,2,,,,,
,3.15,C-0-3,Test Available,,,,"android.alarmanager.cts.*
android.jobscheduler.cts.JobThrottlingTest","android.alarmmanager.cts.*
testJobStoppedWhenRestricted
testRestrictedJobStartedWhenUnrestricted
testRestrictedJobAllowedWhenUidActive","CtsAlarmManagerTestCases
CtsJobSchedulerTestCases",,,,,,,Framework(Instant Apps),Framework,2,,,,,
,3.15,C-0-4,Test Available,,,,android.app.usage.cts.UsageStatsTest,testOrderedActivityLaunchSequenceInEventLog,CtsUsageStatsTestCases,,,,,,,Framework(Instant Apps),Framework,2,,,,,
,3.15,C-0-5,Test Available,,,,android.signature.cts.api.SignatureTest,testSignature(),CtsSignatureTestCases,,,New in Q,128338329,125919647,7527638,Framework(Instant Apps),Framework,2,,,,,
,3.15,C-0-6,Test Available,,,,android.signature.cts.api.SignatureTest,testSignature(),CtsSignatureTestCases,,,New in Q,128338329,125919647,7527638,Framework(Instant Apps),Framework,2,,,,,
,3.15,C-0-7,Test Available,,,,android.signature.cts.api.SignatureTest,testSignature(),CtsSignatureTestCases,,,New in Q,128338329,125919647,7527638,Framework(Instant Apps),Framework,2,,,,,
,3.15,C-1-1,,,,,,,,,,,,,,,,,,,,,
,3.16,C-1-2,Test Available,,,,,,,,,,,,,Connectivity (Wifi / Telephony / Modem),Connectivity,2,,,,,
,3.16,C-1-3,Test Available,,,,,,,,,,,,,Connectivity (Wifi / Telephony / Modem),Connectivity,2,,,,,
,3.16,H-1-1,Test Available,,,,android.app.cts.ActivityManagerMemoryClassTest,testGetMemoryClass,CtsAppTestCases,,,,,,,Connectivity (Wifi / Telephony / Modem),Connectivity,2,,,,,
,3.17,C-1-2,Test Available,,,,android.server.cts.*,public void .*,CtsServicesHostTestCases,startActivityAndWaitForShow,,,,,,Framework(Activity/Window Manager),Framework,2,,,,,
,3.17,C-1-3,Test Available,,,,android.content.pm.cts.shortcutmanager.ShortcutManagerLauncherApiTest,testGetShortcutIconAdaptive,CtsShortcutManagerTestCases,,,,,,,Framework(Activity/Window Manager),Framework,2,,,,,
,3.17,C-2-1,Test Available,,,,android.content.pm.cts.shortcutmanager.ShortcutManagerRequestPinTest,testRequestPinShortcut,CtsShortcutManagerTestCases,,,,,,,Framework(Activity/Window Manager),Framework,2,,,,,
,3.18,C-1-2,,,Yes,,android.content.pm.cts.shortcutmanager.ShortcutManagerRequestPinTest,testRequestPinShortcut,CtsShortcutManagerTestCases,,,,,,,,,,,,,,
,3.18,C-1-3,,,Yes,,"android.content.pm.cts.shortcutmanager.ShortcutManagerLauncherCallbacktest
andriod.content.pm.cts.ShortcutManagerMultiLauncherTest
android.content.pm.cts.ShortcutManagerStartShortcutTest",public void .*,CtsShortcutManagerTestCases,,,,,,,,,,,,,,
,3.18,C-1-4,,,Yes,,android.content.pm.cts.shortcutmanager.ShortcutManagerRequestPinTest,testRequestPinShortcutSupported,CtsShortcutManagerTestCases,,,,,,,,,,,,,,
